source,weight,target
Alice Callahan,4.039104220659434e-05,<CONV>
Alice Fuller,1.592156651786727e-05,<CONV>
Alice Gibbs,2.718039824283046e-05,<CONV>
Alice Gibbs Newsweek,4.929502218916807e-05,<CONV>
Alice Park,2.4904267628926244e-05,<CONV>
Alicia Ault,4.84692506479132e-05,<CONV>
Alison Kuznitz,0.00019516865055,<CONV>
Aliss Higham Newsweek,0.0001056006738973,<CONV>
Alix Martichoux,0.0010530129821163,<CONV>
All News Press,0.0007226280196135,<CONV>
Allen American,0.0003824016118814,<CONV>
Allen Cone,0.0002169116656765,<CONV>
Allusanewshub,0.0006002740954582,<CONV>
Almjhar,0.00011554135089843091,<CONV>
Almudena Calatrava,0.0001009508131539,<CONV>
Alphagalileo,0.0004920468681297,<CONV>
Alsudantoday,0.00016270140831433385,<CONV>
Am 1460 The Answer,0.0004649211172353,<CONV>
Amanda Castro Newsweek,9.934652153815145e-05,<CONV>
Amanda Hernández,1.928748670175013e-05,<CONV>
Amanda Musa,5.7464635953745805e-05,<CONV>
"Amanda Musa, Carma Hassan",7.669768758917498e-05,<CONV>
Amanda Seitz,0.0015179603205064,<CONV>
"Amanda Seitz, Jill Colvin",7.157818551566128e-05,<CONV>
"Amanda Seitz, Matthew Perrone",9.98593248470814e-05,<CONV>
"Amanda Seitz, Matthew Perrone, Jonel Aleccia",2.4845075245663545e-05,<CONV>
"Amanda Seitz, Stephen Groves",0.0001483127368819,<CONV>
"Amanda Seitz, The Associated Press",5.289596492158977e-05,<CONV>
Amanda Sullender,9.395974709317404e-05,<CONV>
Amarachi Orie,3.624545101701279e-05,<CONV>
Ambar Román,0.0004024580028871,<CONV>
Amber Dance,5.4789998376044936e-05,<CONV>
America News Observer,2.490447863371757e-05,<CONV>
America Out Loud,2.9391389847306283e-05,<CONV>
American Council on Science and Health,0.00025665221273209996,<CONV>
American First Reprt,0.0002906283384275,<CONV>
American Journal of Preventive Medicine,8.615001258561344e-05,<CONV>
American Medical Association,0.00026811083430165706,<CONV>
American Press,0.0003732175197841,<CONV>
American Talk,5.342044351663076e-05,<CONV>
Americus Times-Recorder,0.00019149504643205018,<CONV>
Amina Rashid,5.79657965860082e-05,<CONV>
Amir Daftari Newsweek,7.191493165662457e-05,<CONV>
Amit Chowdhry,3.990997348616126e-05,<CONV>
Amudalat Ajasa,5.770148886656332e-05,<CONV>
"Amy Lu, Ben Miller",6.491417497488375e-05,<CONV>
Amy Lynch,1.558400268893108e-05,<CONV>
Amy Maxmen,0.0007478387136779,<CONV>
Amy Maxmen Kff,9.039457748401036e-05,<CONV>
Amy Maxmen Tns,2.762684632184248e-05,<CONV>
"Amy Maxmen, Céline Gounder",2.979827911335243e-05,<CONV>
Amy Smith-Shively,1.3463680735531444e-05,<CONV>
Ana B. Ibarra,2.285240918464938e-05,<CONV>
Ana Vračar,1.2330495243880906e-05,<CONV>
Anabelle Colaco,2.756917845030465e-05,<CONV>
"Anait Miridzhanian, Bill Berkrot",1.9226029258067698e-05,<CONV>
Analisisurbano.org,3.335337045343111e-05,<CONV>
Anchorage Daily News,0.0012284582925131,<CONV>
Andalusiastar News,0.0005343951452574,<CONV>
Andhra Pradesh Mirror,0.0003999454560701,<CONV>
Andi Anderson,1.6867060314056432e-05,<CONV>
Andras Rostovanyi,3.0736473090477e-05,<CONV>
Andre Byik,3.261805872612894e-05,<CONV>
Andrea Rice,2.692305405524097e-05,<CONV>
Andrei Ionescu,2.4305182343977603e-05,<CONV>
Andrew (Drew) Rhoades,7.164170394913709e-05,<CONV>
Andrew Gregory,1.6887987607200277e-05,<CONV>
Andrew Holleran,1.4396251630315211e-05,<CONV>
Andrew Joseph,5.877049450679743e-05,<CONV>
Andrew Ladenheim,8.669921343856767e-05,<CONV>
Andrew Mann,3.59215907226634e-05,<CONV>
Andrew Rice,0.0001750058205641,<CONV>
Andrew Shearer,7.98550609963911e-05,<CONV>
Andrew Smith,3.603247707916857e-05,<CONV>
Andrew Stanton Newsweek,5.540457432291457e-05,<CONV>
Andrew V. Pestano,5.51383569006093e-05,<CONV>
Andrew Weil,0.0001099574291923,<CONV>
Andrew Zinin,0.0001936497927078,<CONV>
Andru Zodrow,2.402974383176715e-05,<CONV>
Andy Barron,9.7459142934572e-05,<CONV>
Andy Uhler,4.400346252832869e-05,<CONV>
Aneri Pattani,6.836685231496316e-05,<CONV>
Angel Adegbesan,3.1799990968259015e-05,<CONV>
Angela Hart,9.714307610034968e-05,<CONV>
Angela Rodriguez,1.4409272296236556e-05,<CONV>
Angie Leventis Lourgos,0.0001475552279252,<CONV>
"Angie Leventis Lourgos, Lisa Schencker",6.28228746555073e-05,<CONV>
Angie Moreschi,1.3378018908930844e-05,<CONV>
Anita Lightfoot,5.862762952870246e-05,<CONV>
Anita Snow,0.0002537140205264,<CONV>
"Anita Snow, Mary Katherine Wildeman",4.377688028046699e-05,<CONV>
Anita Wadhwani,3.4272175601718855e-05,<CONV>
Anmol Sharma,6.613169337666324e-05,<CONV>
Ann Kellett,3.0302789465042004e-05,<CONV>
Anna Malpas,8.774189132402996e-05,<CONV>
Anna Skinner,8.954323717335243e-05,<CONV>
Anna Skinner Newsweek,4.9827369906496075e-05,<CONV>
Annabella Rosciglione,8.630187132220204e-05,<CONV>
Annalisa Merelli,2.1596130707726246e-05,<CONV>
Anne D Innocenzio,1.38891355356202e-05,<CONV>
Anne Erickson,6.796248354077857e-05,<CONV>
Annie Jennemann,5.76383436553816e-05,<CONV>
Annie Lennon,6.968640780672888e-05,<CONV>
Annika Kim,0.0001597186265995,<CONV>
Anniston Star,5.772910449908336e-05,<CONV>
Announcement,0.0002212160475572,<CONV>
Antelope County News,0.0008661325045747,<CONV>
Antigua Tribune,0.00038497155161990005,<CONV>
Antonia Mufarech,8.486170231599654e-05,<CONV>
Antony Sguazzin,0.0001459861477347,<CONV>
Apoorva Mandavilli,0.000280563978486,<CONV>
"Apoorva Mandavilli, Emily Anthes",3.857497340350026e-05,<CONV>
Appalachian News Express,0.00033557851230321087,<CONV>
Appalachian News-Express,0.0001561228937237,<CONV>
Apple Valley News Now,0.0002437971635725,<CONV>
Applied Technology News,0.0002257683982124,<CONV>
Aqsa Younas Rana,0.0001976513332223,<CONV>
Arabia MSN,0.0013987958390919999,<CONV>
ArcaMax,0.0041114360555703,<CONV>
Archyde,3.1525099043137726e-05,<CONV>
Archynewsy,6.772535221989453e-05,<CONV>
Ari Daniel,0.0001947451177843,<CONV>
"Ari Daniel, Fabrice Coffrini",1.180262585342665e-05,<CONV>
Ari Shapiro,4.641246314164207e-05,<CONV>
Aria Bendix,0.0003263026407695,<CONV>
Arianna Johnson,2.2439467892552407e-05,<CONV>
"Arianna Johnson, Forbes Staff",9.3078353406956e-05,<CONV>
"Arianna Johnson, Forbes Staff ",4.039104220659434e-05,<CONV>
Ariel Cohen,7.09641383143873e-05,<CONV>
Ariel Cohen Cq-Roll,4.287621611826922e-05,<CONV>
Ariel Hart,9.75759763986466e-05,<CONV>
Ariel Kozlov,6.583456611783307e-05,<CONV>
Ariel Smith,0.0001445821487657,<CONV>
Arielle Zionts,1.9729317746949175e-05,<CONV>
Arif Ali,3.6458971898781834e-05,<CONV>
Arizona Daily Star,7.225266305597506e-05,<CONV>
Arizona Herald,0.0005553024005471999,<CONV>
Arizona's Local News,0.0004905455055050001,<CONV>
Arkansas Online,0.0008457828656445,<CONV>
Armstrong MyWire,0.00025682247299940004,<CONV>
Arthur Allen,0.0001608821094643,<CONV>
Arxiv.org,0.0006358676137809,<CONV>
Asean Scoop,0.0002817815438325,<CONV>
Asher Klein,2.679195323433072e-05,<CONV>
Ashland,0.000574482344628,<CONV>
Ashleigh Fields,0.0001854447347961,<CONV>
Ashleigh Furlong,0.0001575138193263,<CONV>
Ashleigh Hollowell,7.887149391151485e-05,<CONV>
Ashleigh Jackson,0.0001608742057359,<CONV>
Ashley Blachford,1.3130264741419028e-05,<CONV>
Ashley COunty Ledger,0.00033642283318020003,<CONV>
Ashley County Ledger,2.405724311030507e-05,<CONV>
Ashley Gallagher,0.0001698542327466,<CONV>
Ashley News Observer,0.0004399311658783,<CONV>
Ashley Wali,5.7701488866563325e-06,<CONV>
"Ashraf Khalil, Nathan Ellgren",6.05865633098915e-05,<CONV>
Asia Moore,3.33501935149796e-05,<CONV>
Asia Pacific News,0.0015990625338730001,<CONV>
Asia Shift,0.000449908038614,<CONV>
Asim Tanveer,2.346150830207551e-06,<CONV>
Aspen Daily News,0.00027040653002,<CONV>
Aspen Public Radio,0.00018014656499427528,<CONV>
Associated Press,0.0002305646348214,<CONV>
Asuka Koda,8.704391546467107e-05,<CONV>
Athens News,3.0697515864335685e-05,<CONV>
Atlanta News,0.0010367484575171,<CONV>
Atlanta News First,0.000430016364037,<CONV>
Atlantaleader,0.0011846691561989,<CONV>
Atlantic City News,0.0008165620554733001,<CONV>
Aubin Mukoni,0.0001051996923912,<CONV>
Aubrey Whelan,1.0773373688804948e-05,<CONV>
Auburn Citizen,0.0003368563036333,<CONV>
August Brown,1.3819720371296832e-05,<CONV>
Aurora Sentinel,7.441965712445313e-05,<CONV>
Austin Denean,0.0001153845039902,<CONV>
Austin Herald,0.0003622835200421,<CONV>
Austin Littrell,3.88396773047356e-05,<CONV>
Austin Williams,0.0005158128351014,<CONV>
Ava Barros,3.2164041525355426e-05,<CONV>
"Ava-Joye Burnett, Daniel Lathrop",9.831543129343308e-06,<CONV>
Avery Bleichfeld,1.7368981655855203e-05,<CONV>
Avery Keatley,8.33493523301557e-05,<CONV>
"Avery Keatley, Ari Shapiro",3.8533480285863054e-05,<CONV>
Aya Iskandarani,1.3565711722928022e-05,<CONV>
"Ayen Deng Bior, Anait Miridzhanian, Alex Richardson",5.048880275824292e-05,<CONV>
Ayesha Mumtaz,5.368311740764242e-05,<CONV>
Azcentral,0.0002410531586333,<CONV>
BBC,6.005412846528095e-05,<CONV>
BLOOM,0.0004383555046133,<CONV>
BLOOMCOM1,2.3779925791781585e-05,<CONV>
BLOOMCOM2,2.3828909592574285e-05,<CONV>
BN9,0.0005392859287709,<CONV>
BNN Correspondents,0.0005109186737257,<CONV>
BRONX,0.0002855149443242,<CONV>
Backchina.com,0.0025478084956248002,<CONV>
Bailey Allen,3.5121319805017684e-05,<CONV>
Bakersfield Now,0.0002799491388643,<CONV>
Balitmore Post,0.0002919389883913,<CONV>
Bangladesh Sun,0.0002796374330065,<CONV>
Bangor daily news,0.0009892215967315,<CONV>
Barbara Lewis,7.478374916455638e-05,<CONV>
Barbara Rodriguez,0.0001270237916673,<CONV>
"Barbara Wojazer, Bohdan Kutsenko",1.58031397873183e-05,<CONV>
Barchart,0.0008599527210034,<CONV>
Barney Lerten,4.039104220659433e-05,<CONV>
Barrie 360,4.1300557656724334e-05,<CONV>
Barron's,0.0021698888579441003,<CONV>
Basil John,0.0001053255453301,<CONV>
Bay News 9,0.0029041063768479,<CONV>
Beatrice Daily Sun,0.00010766378310748248,<CONV>
Beau Lund,1.2928540684722964e-05,<CONV>
Beauregard Daily News,0.0001088067265605813,<CONV>
Becker's Hospital Review,0.0006792733888809,<CONV>
Belgium News,0.0008466090472044,<CONV>
Bella Cruz,5.835972133165208e-05,<CONV>
Bellingham Herald,0.0014170037774692999,<CONV>
Ben Adlin,1.1797837503374622e-05,<CONV>
Ben Botkin,8.74782818823299e-05,<CONV>
Ben Crnic,2.019552110329717e-05,<CONV>
Ben Hensley,2.7704294688282485e-05,<CONV>
Ben Hurst,3.923648918247963e-05,<CONV>
Ben J. Costas,5.425823512922283e-05,<CONV>
Ben Newhouse,8.142627842020318e-05,<CONV>
Benjamin Cortez,6.462566753055093e-05,<CONV>
Benjamin Mateus,9.093421949738397e-05,<CONV>
Benjamin Ryan,0.0001175503761,<CONV>
Bennington Banner,0.00011881093430856732,<CONV>
Benton Courier,0.0019183444914542,<CONV>
Benzinga,0.0044411461004083,<CONV>
Berkeley Lovelace,0.0002028320256248,<CONV>
"Berkeley Lovelace, Erika Edwards",5.623382661228751e-05,<CONV>
Bernama,2.2108267864947927e-05,<CONV>
Beth Ann Mayer,3.0486323262007588e-05,<CONV>
Beth Germano,0.0001165777949915,<CONV>
Beth Greenfield,2.7024610988357233e-05,<CONV>
Beth Mole,4.663504641356697e-05,<CONV>
Bethany Rodgers,1.2555646333984408e-05,<CONV>
"Betsy Joles, Ruchi Kumar",1.166658060328192e-06,<CONV>
"Betsy Joles, Ruchi Kumar, Asif Hassan",2.9802981417301017e-05,<CONV>
Betsy Klein,0.0001426766455342,<CONV>
Betsy McCaughey,9.876327909176884e-05,<CONV>
Bgi Genomics,8.761092111926793e-05,<CONV>
Bhaskar Hindi,4.184809065670099e-06,<CONV>
Big Country,0.0011392933122547,<CONV>
Big Country News,0.0003175530168568,<CONV>
Bihar Times,0.0002923190608382,<CONV>
Bijay Laxmi,6.586943293316703e-05,<CONV>
Bill Galluccio,0.0001572172606452,<CONV>
Bill Marler,1.5567714349714183e-05,<CONV>
Bill Shaikin,7.164704933040272e-05,<CONV>
Billal Rahman Newsweek,6.643734616876839e-07,<CONV>
Billings Gazette,7.669582902609351e-05,<CONV>
Binghamton Homepage,0.00054822777684,<CONV>
Bio Rxiv,0.003391791077057,<CONV>
BioSpace,0.0023699057826335997,<CONV>
Biodefense Staff,0.000113188244553,<CONV>
Bioethics.com,0.0003238857399496,<CONV>
Biotech 365,7.776603813688325e-05,<CONV>
Birmingham Star,0.0007974489280551,<CONV>
Bitcoin Ethereum,6.529316151100964e-05,<CONV>
Bitcoin Ethereum News,0.000107204673272938,<CONV>
Bizjournals,4.063474004056763e-05,<CONV>
Blake Jackson,4.683478872512854e-05,<CONV>
BlazeTV Staff,3.786660206868219e-05,<CONV>
Blog,0.077794321222244,<CONV>
Blog Post,0.0003744201678959,<CONV>
Blogarama,0.00014190309592442484,<CONV>
Bloomberg,0.0026515808944972525,<CONV>
Bloomberg Europe,0.0006425957623998,<CONV>
Bloomberg First Word,0.0003612169415045,<CONV>
Bloomberg Government,0.0023954215648295,<CONV>
Bloomberg Law,0.0007986595887932,<CONV>
Bloomberg News,4.0907364198981066e-05,<CONV>
Bloomberg Radio,0.00018284139441172707,<CONV>
Bloomberg(business),9.03778667863871e-05,<CONV>
Bloomer Advance,0.0003464807148237,<CONV>
Blue Grass Live,0.0002970893860355,<CONV>
Blue Water Healthy Living,0.0006031701806222,<CONV>
Bluefield Daily Telegraph,0.0005739288953551,<CONV>
Bnd,0.0018631684248529,<CONV>
Bnn,0.0237273993083792,<CONV>
Bnn Breaking,0.0010076846713304999,<CONV>
Bnn Correspondents,0.0002995325366899,<CONV>
Bob d'angelo,8.261804087712477e-05,<CONV>
Bobby Harrison,2.019552110329717e-05,<CONV>
Bobby Magill,1.5659085453110114e-05,<CONV>
Boise State Public Radio,0.0005179952138249,<CONV>
Boreal Community Media,0.00019459836464382524,<CONV>
Boston,0.0008860569186432,<CONV>
Boston 25 News,0.0004976491521788,<CONV>
Boston Herald,0.0007238117411155,<CONV>
Boston Star,0.00017466081783839196,<CONV>
Boston Sun Staff,1.9049239307627097e-05,<CONV>
Boulder Daily Camera,0.0005660350960262,<CONV>
Bozeman Daily Chronicle,0.00032706623592629997,<CONV>
Bradenton,0.0015669499766634,<CONV>
Bradley Zimmerman,2.5412919272495297e-05,<CONV>
Brado Jornal,2.1515666025043493e-06,<CONV>
Brady Talbert,3.4620893319938e-05,<CONV>
Brandon Bell Getty,3.124000194861791e-05,<CONV>
Brandpoint (BPT),1.558654359005915e-05,<CONV>
Brandpoint Bpt,0.0007536672197819,<CONV>
"Brandpoint Bpt, Satya Jonnalagadda",6.465873815300529e-05,<CONV>
Brandy Zadrozny,0.0002824773118171,<CONV>
Branson Tri-Lakes News,0.0005576119462749,<CONV>
Brattleboro Reformer,0.000447802316559,<CONV>
Brazil Sun,0.0013528672864949998,<CONV>
Breaking Latest News,0.0011445862263662,<CONV>
Breaking One,0.00015346059588589899,<CONV>
Breitbart,0.0014341072522998,<CONV>
Brenda Goodman,0.000627062898967,<CONV>
Brenda Kearns,0.0001687591965556,<CONV>
Brendan Cole Newsweek,8.523599247864654e-05,<CONV>
Brendan Rascius,0.0001505366362228,<CONV>
Brenham Banner Press,0.0003456544344111,<CONV>
Brett Rowland,8.617271708555054e-05,<CONV>
Brian Bossak,5.398079869697268e-05,<CONV>
Brian Day,0.0001985554008704,<CONV>
Brian Dillon Newsweek,2.2777986507169003e-05,<CONV>
Brian Mann,0.0018261022072512,<CONV>
"Brian Mann, Andrew Harnik",1.3202000629813776e-05,<CONV>
"Brian Mann, Anna Moneymaker",3.0243638467376862e-06,<CONV>
"Brian Mann, Rachel Wisniewski",1.5764105350941516e-05,<CONV>
"Brian Mann, Spencer Platt",2.284674721364075e-05,<CONV>
Brian Nowosielski,0.0001079617387413,<CONV>
Brian Williams,1.3046231279077214e-05,<CONV>
Brianna Taylor,2.9951002111981825e-05,<CONV>
Bridgette Fox,5.0978517088663065e-05,<CONV>
Briefly,3.119384032280193e-05,<CONV>
Bristol Herald Courier,0.0002503112649489,<CONV>
British Columbia Times,0.0004385761634488,<CONV>
British News Network,0.0011059531397927,<CONV>
Broadcast,0.4331119408642062,<CONV>
Brooke Colombo Staff,2.852299736312374e-05,<CONV>
Brooke McCormick,4.5994801679664805e-05,<CONV>
Brooklyn Eagle Staff,1.4643657022097674e-05,<CONV>
"Brooks Johnson, Christopher Vondracek",3.565024509558185e-05,<CONV>
Broomfield Enterprise,0.00031573122739000003,<CONV>
Brproud,0.0003026703580955,<CONV>
Bruce Y. Lee,1.6359921936486182e-05,<CONV>
Bryan-College Station Eagle,0.0001091721469662718,<CONV>
Buddy Logan,2.825020425146492e-05,<CONV>
Buenaventura En Linea,5.156466056585417e-05,<CONV>
Buffalo News,0.0009533400160782,<CONV>
Business And America,0.0013159104613600999,<CONV>
Business Class News,7.012176648155618e-05,<CONV>
Business Mirror,0.0005968262595951,<CONV>
Business News,0.00014864151400963374,<CONV>
Business Post Examiner,2.9004826360651262e-05,<CONV>
Business Standard,0.0004707441773645,<CONV>
Business Vantage Views,0.0006384251940481,<CONV>
Business Wire,0.0005976415054958963,<CONV>
Business.decaturdailydemocrat.com,0.0010896061452587,<CONV>
Business.malvern-online.com,0.0015759387441187,<CONV>
Business.punxsutawneyspirit,0.000756745274056,<CONV>
BusinessDay,0.0001621561096293,<CONV>
BusinessMirror,0.0007529852931541,<CONV>
Businessday,0.0004031433230941,<CONV>
Businessday NG,0.0004038604742648,<CONV>
By: Get News,1.177076864844234e-05,<CONV>
By: GetFeatured,1.2179587781985856e-05,<CONV>
CABC1,3.228120884638927e-05,<CONV>
CACBAFT,1.9814954368224263e-05,<CONV>
CACBCFRED,5.900988928371177e-06,<CONV>
CACBCHAL,9.42693774137362e-06,<CONV>
CACBCNN,2.393506898717099e-05,<CONV>
CACBCNNROG,2.633463954639023e-05,<CONV>
CACBCNNSHAW,1.934957523025791e-05,<CONV>
CACBCT,1.3655909814189962e-05,<CONV>
CACBCTORSTB,5.256310797183411e-06,<CONV>
CACBFTSTB,4.279353543621872e-06,<CONV>
CACBKT,1.2937978569998566e-05,<CONV>
