value,kind,dimension,credit,credit_share,rating,rating_pct,color,marker,node_size
Thv11,item,publication_name,0.0003321278954419,0.0003321278954419,5,0.0001433564353496,#8c564b,o,80.0
Thv11,item,publisher_name,0.0003307421734111,0.0003307421734111,5,0.0001641679166201,#e377c2,o,80.0
Thérèse Boudreaux,item,author_name,7.495453088597936e-05,7.495453088597936e-05,4,0.8873167003598907,#1f77b4,o,80.0
"Tia Goldenberg, Najib Jobain, Samy Magdy",item,author_name,1.4664688131684898e-05,1.4664688131684898e-05,3,0.1364627937028339,#1f77b4,o,80.0
"Tia Goldenberg, Samy Magdy, Najib Jobain",item,author_name,4.1847722623201106e-05,4.1847722623201106e-05,4,0.1899911088839095,#1f77b4,o,80.0
Ticker Tech,item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
Ticker Tech,item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
Tiffany Rigby,item,author_name,1.5146640827472876e-05,1.5146640827472876e-05,3,0.1594038603389437,#1f77b4,o,80.0
Tiffany White,item,author_name,0.0,0.0,1,0.0,#1f77b4,o,80.0
Tiffin Advertiser Tribun,item,publication_name,6.10192273781462e-05,6.1019227378146225e-05,3,0.3424892157423913,#8c564b,o,80.0
Tiffin Advertiser Tribun,item,publisher_name,6.044595528746479e-05,6.044595528746492e-05,3,0.3355107796478971,#e377c2,o,80.0
Tim Brown,item,author_name,0.0,0.0,1,0.0,#1f77b4,o,80.0
Tim Carpenter,item,author_name,0.0,0.0,1,0.0,#1f77b4,o,80.0
Tim Chuey,item,author_name,0.0,0.0,1,0.0,#1f77b4,o,80.0
Tim Henderson,item,author_name,4.97124780112491e-05,4.97124780112491e-05,4,0.3556457125912211,#1f77b4,o,80.0
Tim Newcomb,item,author_name,3.141525504957337e-05,3.141525504957337e-05,3,0.9337938911617196,#1f77b4,o,80.0
Tim Renaud,item,author_name,0.0001182168548277,0.0001182168548277,5,5.8420890874306955e-05,#1f77b4,o,80.0
Tim Smith,item,author_name,1.4848756115607563e-05,1.4848756115607563e-05,3,0.1452244749251793,#1f77b4,o,80.0
Tim of Angle,item,author_name,0.0,0.0,1,0.0,#1f77b4,o,80.0
Time Bulletin USA,item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
Time Bulletin USA,item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
Time Business News,item,publication_name,5.7333528542083514e-05,5.733352854208354e-05,3,0.3046243800629599,#8c564b,o,80.0
Time Business News,item,publisher_name,5.731973629211331e-05,5.731973629211343e-05,3,0.3030094564334345,#e377c2,o,80.0
Time Magazine,item,publication_name,0.0001256780339048,0.0001256780339048,4,0.0032453492486179,#8c564b,o,80.0
Time-Standard,item,publication_name,0.000143510182121,0.000143510182121,4,0.1011489151376454,#8c564b,o,80.0
Time-Standard,item,publisher_name,0.0001423060931992,0.0001423060931992,4,0.100029837357844,#e377c2,o,80.0
Time.com,item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
Times Call,item,publication_name,0.0001677270003836,0.0001677270003836,4,0.2341061356386937,#8c564b,o,80.0
Times Call,item,publisher_name,8.6813347606434e-05,8.68133476064342e-05,3,0.6096358941570327,#e377c2,o,80.0
Times News,item,publication_name,7.276945488782774e-05,7.276945488782777e-05,3,0.4632045681463119,#8c564b,o,80.0
Times News,item,publisher_name,7.290678114225413e-05,7.290678114225428e-05,3,0.4650581111777243,#e377c2,o,80.0
Times Of The Islands,item,publication_name,8.953849216061091e-05,8.953849216061095e-05,3,0.6354804021410669,#8c564b,o,80.0
Times Of The Islands,item,publisher_name,8.974671392635291e-05,8.97467139263531e-05,3,0.6401322499823494,#e377c2,o,80.0
Times of San Diego,item,publication_name,0.0007966228388401,0.0007966228388401,5,0.0029302953784992,#8c564b,o,80.0
Times of San Diego,item,publisher_name,0.0007983294195912,0.0007983294195912,5,0.002921979573385,#e377c2,o,80.0
TimesNewsNetworks,item,publication_name,0.000271741672062,0.000271741672062,4,0.8051762691190805,#8c564b,o,80.0
TimesNewsNetworks,item,publisher_name,0.000272454584984,0.000272454584984,4,0.8306832272080934,#e377c2,o,80.0
Timesargus,item,publication_name,0.0001429145993995,0.0001429145993995,4,0.0978789965887518,#8c564b,o,80.0
Timesargus,item,publisher_name,0.0001433085238273,0.0001433085238273,4,0.1056574810322247,#e377c2,o,80.0
Timetovisithere,item,publication_name,2.6642724995078325e-05,2.6642724995078335e-05,2,0.9627667825778906,#8c564b,o,80.0
Timetovisithere,item,publisher_name,2.6511046251169846e-05,2.6511046251169904e-05,2,0.9479311584148126,#e377c2,o,80.0
Timothy Alexander,item,author_name,3.0149611416036343e-05,3.0149611416036343e-05,3,0.8735489434971583,#1f77b4,o,80.0
Tina Deines,item,author_name,5.603085453104031e-05,5.603085453104031e-05,4,0.4887290835057455,#1f77b4,o,80.0
Tina Reed,item,author_name,0.0,0.0,1,0.0,#1f77b4,o,80.0
"Tisha Powell, Stacy Wimmer",item,author_name,4.901187280054159e-05,4.901187280054159e-05,4,0.3408889308721859,#1f77b4,o,80.0
Tobacco Reporter,item,publication_name,0.0006005185497943,0.0006005185497943,5,0.001753682612681,#8c564b,o,80.0
"Toby Talbot, Bianca Facchinei",item,author_name,4.3354082764097346e-05,4.3354082764097346e-05,4,0.22171943098276,#1f77b4,o,80.0
Today In Business,item,publication_name,0.0005166166064836,0.0005166166064836,5,0.0012502765012863,#8c564b,o,80.0
Today In Business,item,publisher_name,0.0005190334656615,0.0005190334656615,5,0.0012747027416769,#e377c2,o,80.0
Today in Medicine,item,publication_name,0.0006672847097658,0.0006672847097658,5,0.0021542751572364,#8c564b,o,80.0
Today in Medicine,item,publisher_name,0.0006679361284805,0.0006679361284805,5,0.0021529249399945,#e377c2,o,80.0
Today in the News,item,publication_name,3.127227383735094e-05,3.1272273837350956e-05,3,0.0368854326104105,#8c564b,o,80.0
Today in the News,item,publisher_name,3.121965293996811e-05,3.121965293996818e-05,3,0.0316633843208137,#e377c2,o,80.0
Todays Family Magazine,item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
Todays Family Magazine,item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
Todays Tmj4,item,publication_name,0.0002549752619779,0.0002549752619779,4,0.7131239087142134,#8c564b,o,80.0
Todays Tmj4,item,publisher_name,0.0002516794693001,0.0002516794693001,4,0.7140517665522949,#e377c2,o,80.0
Tom Ackerman,item,author_name,4.576412676680491e-05,4.576412676680491e-05,4,0.2724819613460588,#1f77b4,o,80.0
Tom Barton,item,author_name,1.4620174318152372e-05,1.4620174318152372e-05,3,0.1343439252508017,#1f77b4,o,80.0
Tom Howarth Newsweek,item,author_name,0.0003134515831686,0.0003134515831686,5,0.000359421843886,#1f77b4,o,80.0
Tom Jackson,item,author_name,0.0,0.0,1,0.0,#1f77b4,o,80.0
Tom Latek,item,author_name,3.065732810326896e-05,3.065732810326896e-05,3,0.8977163824509438,#1f77b4,o,80.0
Tom Nouvian,item,author_name,0.0001649263535903,0.0001649263535903,5,0.0001304347367802,#1f77b4,o,80.0
Tom Perkins,item,author_name,0.0001035763576024,0.0001035763576024,5,3.5849068459199296e-05,#1f77b4,o,80.0
Tom Polansek,item,author_name,5.231761754698943e-05,5.231761754698943e-05,4,0.4105175218341559,#1f77b4,o,80.0
Tomas Hoppough,item,author_name,2.156193051969059e-07,2.156193051969059e-07,2,0.0012166702195924,#1f77b4,o,80.0
Tomás Aragón,item,author_name,3.564184317138842e-05,3.564184317138842e-05,4,0.0592772531411524,#1f77b4,o,80.0
Tony Briscoe,item,author_name,5.0846558210386024e-05,5.0846558210386024e-05,4,0.3795327372589983,#1f77b4,o,80.0
Tony Lange,item,author_name,0.0,0.0,1,0.0,#1f77b4,o,80.0
"Tony Leys, Amy Maxmen",item,author_name,0.0,0.0,1,0.0,#1f77b4,o,80.0
Tony Ng,item,author_name,4.7113838560295733e-05,4.7113838560295733e-05,4,0.3009108140233575,#1f77b4,o,80.0
Tony Nguyen,item,author_name,0.0,0.0,1,0.0,#1f77b4,o,80.0
Tonya Mosley,item,author_name,1.702815866423605e-05,1.702815866423605e-05,3,0.2489645712706285,#1f77b4,o,80.0
Top News,item,publication_name,5.237087960238705e-05,5.237087960238707e-05,3,0.2536408637762494,#8c564b,o,80.0
Top News,item,publisher_name,5.271274851747627e-05,5.271274851747638e-05,3,0.2551135160238849,#e377c2,o,80.0
Tori Whitacre Martonicz,item,author_name,7.544797118489442e-05,7.544797118489442e-05,4,0.8977099870086037,#1f77b4,o,80.0
Toronto Star,item,publisher_name,7.23709513091261e-05,7.237095130912625e-05,3,0.4594874270316868,#e377c2,o,80.0
Torry Mastery,item,author_name,0.0,0.0,1,0.0,#1f77b4,o,80.0
Toti,item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
Toti,item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
Town News,item,publication_name,0.0004961160942853,0.0004961160942853,5,0.0011272747838039,#8c564b,o,80.0
Town News,item,publisher_name,0.0004974062022097,0.0004974062022097,5,0.0011471459707458,#e377c2,o,80.0
Toxicological Sciences,item,publication_name,0.0004945357467146,0.0004945357467146,5,0.0011177928028888,#8c564b,o,80.0
Toxicological Sciences,item,publisher_name,0.0004914916050778,0.0004914916050778,5,0.0011122619035505,#e377c2,o,80.0
Tracey Petersen,item,author_name,2.5054061200652572e-05,2.5054061200652572e-05,3,0.6309995023167544,#1f77b4,o,80.0
Tracy Swartz,item,author_name,8.580472881905703e-05,8.580472881905703e-05,5,8.449859077529874e-06,#1f77b4,o,80.0
Trade News,item,source_type,0.3283776545732679,0.0836003930648784,4,0.702418656740503,#1f77b4,o,183.92086474273248
Trade News,item,source_type_name,0.3283776545732679,0.0836003930648784,4,0.702418656740503,#ff7f0e,o,183.92086474273248
"Tradeoffs By Leslie Walker, Dan Gorenstein",item,author_name,0.0,0.0,1,0.0,#1f77b4,o,80.0
Trading Charts,item,publication_name,5.413226125629925e-05,5.413226125629928e-05,3,0.2717363267700187,#8c564b,o,80.0
Trading Charts,item,publisher_name,5.3556478067168027e-05,5.355647806716814e-05,3,0.2638852389392981,#e377c2,o,80.0
Trading View,item,publication_name,0.0011817263212685,0.0011817263212685,5,0.0052408908060192,#8c564b,o,80.0
Trading View,item,publisher_name,0.0011778710562328,0.0011778710562328,5,0.0051605015996134,#e377c2,o,80.0
Transcript Staff,item,author_name,0.0,0.0,1,0.0,#1f77b4,o,80.0
Travel And Tour,item,publisher_name,0.0003132955047792,0.0003132955047792,5,6.126813370729458e-05,#e377c2,o,80.0
Travel And Tour World,item,publication_name,0.0003842028727642,0.0003842028727642,5,0.0004558028555442,#8c564b,o,80.0
Travelleisuremag,item,publication_name,4.652009181719198e-05,4.6520091817192e-05,3,0.1935330991607608,#8c564b,o,80.0
Travelleisuremag,item,publisher_name,4.640559672531838e-05,4.640559672531848e-05,3,0.1895420447787765,#e377c2,o,80.0
Travellersea,item,publication_name,2.297284019458856e-05,2.297284019458857e-05,2,0.8254765518219784,#8c564b,o,80.0
Travellersea,item,publisher_name,2.3521455620705813e-05,2.3521455620705864e-05,2,0.8373432355552309,#e377c2,o,80.0
Travis Gettys,item,author_name,0.0,0.0,1,0.0,#1f77b4,o,80.0
Travis Loller,item,author_name,0.0001828780557258,0.0001828780557258,5,0.0001581115722331,#1f77b4,o,80.0
Trent Straube,item,author_name,1.1661720465331348e-05,1.1661720465331348e-05,2,0.9905742882070352,#1f77b4,o,80.0
Trevis Dampier,item,author_name,0.0,0.0,1,0.0,#1f77b4,o,80.0
Tri City Herald,item,publication_name,0.000371794432474,0.000371794432474,5,0.000381353034378,#8c564b,o,80.0
Tri City Herald,item,publisher_name,0.0003715993907018,0.0003715993907018,5,0.0004051422182668,#e377c2,o,80.0
Tri City News,item,publication_name,0.0003401783784033,0.0003401783784033,5,0.0001916588007367,#8c564b,o,80.0
Tri City Recordnm,item,publication_name,5.929627964746752e-05,5.9296279647467546e-05,3,0.3247886016639794,#8c564b,o,80.0
Tri City Recordnm,item,publisher_name,5.919915137363592e-05,5.919915137363604e-05,3,0.3225485472999188,#e377c2,o,80.0
Tri States Public Radio,item,publication_name,0.0001141453133039,0.0001141453133039,3,0.8882773018955642,#8c564b,o,80.0
Tri States Public Radio,item,publisher_name,0.0001148062572181,0.0001148062572181,3,0.9006604846784079,#e377c2,o,80.0
Tri-City Herald,item,publication_name,0.0001024989803071,0.0001024989803071,3,0.7686293043766652,#8c564b,o,80.0
Tri-City Herald,item,publisher_name,0.0001032775828719,0.0001032775828719,3,0.7808041432908486,#e377c2,o,80.0
Tri-City News,item,publisher_name,0.0003423738302259,0.0003423738302259,5,0.0002327709827074,#e377c2,o,80.0
Trial Site News,item,publication_name,0.0001593968000037,0.0001593968000037,4,0.1883709661081219,#8c564b,o,80.0
Trial Site News,item,publisher_name,0.000159454957555,0.000159454957555,4,0.1963035298289232,#e377c2,o,80.0
Tribun News Maker,item,publication_name,0.0003569310319142,0.0003569310319142,5,0.0002921736139419,#8c564b,o,80.0
Tribun News Maker,item,publisher_name,0.0003569719653778,0.0003569719653778,5,0.0003188702243312,#e377c2,o,80.0
Tribun Palu,item,publication_name,0.0005271593351421,0.0005271593351421,5,0.0013135321760422,#8c564b,o,80.0
Tribun Palu,item,publisher_name,0.0005295421061774,0.0005295421061774,5,0.0013366823006753,#e377c2,o,80.0
Tribun Ternate,item,publication_name,7.838111340572816e-05,7.83811134057282e-05,3,0.5208556506466858,#8c564b,o,80.0
Tribun Ternate,item,publisher_name,7.89910978456556e-05,7.899109784565576e-05,3,0.5283129068303789,#e377c2,o,80.0
Tribune News Service,item,author_name,0.0009631355663759,0.0009631355663759,5,0.0013610648392881,#1f77b4,o,80.0
Tribune-Review,item,author_name,1.997228414666926e-05,1.997228414666926e-05,3,0.3891056670002442,#1f77b4,o,80.0
Trinity Sparke,item,author_name,0.0,0.0,1,0.0,#1f77b4,o,80.0
Trinity Velazquez,item,author_name,0.0001693615199039,0.0001693615199039,5,0.0001372726047073,#1f77b4,o,80.0
Trish Williams,item,author_name,0.0,0.0,1,0.0,#1f77b4,o,80.0
Tristan Manalac,item,author_name,0.0001053178918136,0.0001053178918136,5,3.8534059299337834e-05,#1f77b4,o,80.0
Tristate Homepage,item,publication_name,0.0005171306147761,0.0005171306147761,5,0.0012533605170501,#8c564b,o,80.0
Tristate Homepage,item,publisher_name,0.0005167239768122,0.0005167239768122,5,0.0012610814649597,#e377c2,o,80.0
Troutman Pepper Hamilton Sanders,item,author_name,0.0,0.0,1,0.0,#1f77b4,o,80.0
Troy Messenger,item,publication_name,0.0002753629771518,0.0002753629771518,4,0.8250582641073263,#8c564b,o,80.0
Troy Messenger,item,publisher_name,0.0002758126485364,0.0002758126485364,4,0.849535389720362,#e377c2,o,80.0
Truth2Freedom,item,author_name,0.0,0.0,1,0.0,#1f77b4,o,80.0
Truthout,item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
Truthout,item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
Tryon Daily Bulletin,item,publication_name,0.0002009110779302,0.0002009110779302,4,0.4162961602586978,#8c564b,o,80.0
Tryon Daily Bulletin,item,publisher_name,0.0002015708372035,0.0002015708372035,4,0.4327419995312823,#e377c2,o,80.0
Tu Salud Magazine,item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
Tu Salud Magazine,item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
Tucson,item,publication_name,7.22091221582808e-05,7.220912215828083e-05,3,0.4574480189343943,#8c564b,o,80.0
Tucson Post,item,publication_name,0.0001442573727784,0.0001442573727784,4,0.1052512043779234,#8c564b,o,80.0
Tucson Post,item,publisher_name,0.000145049085704,0.000145049085704,4,0.1154289921574551,#e377c2,o,80.0
Tue Mar,item,author_name,1.946284317436633e-05,1.946284317436633e-05,3,0.3648561516538096,#1f77b4,o,80.0
Tuhin Sarkar,item,author_name,3.726198937454949e-05,3.726198937454949e-05,4,0.0934022403772989,#1f77b4,o,80.0
Tulsa World,item,publication_name,0.0004115733369855,0.0004115733369855,5,0.0006200238308519,#8c564b,o,80.0
Tulsa World,item,publisher_name,0.0004092715862837,0.0004092715862837,5,0.0006273313839478,#e377c2,o,80.0
TurnTo23.com,item,publication_name,0.0001273475550249,0.0001273475550249,4,0.0124114950769648,#8c564b,o,80.0
TurnTo23.com,item,publisher_name,0.0001279848350531,0.0001279848350531,4,0.019630320868134,#e377c2,o,80.0
Tuscaloosa Times,item,publication_name,0.0005186413661801,0.0005186413661801,5,0.001262424925567,#8c564b,o,80.0
Tuscaloosa Times,item,publisher_name,0.0005186868523103,0.0005186868523103,5,0.001272658429416,#e377c2,o,80.0
Twin Cities,item,publisher_name,0.0002190966564191,0.0002190966564191,4,0.5311319158809954,#e377c2,o,80.0
TwinCities,item,publication_name,0.0002442189387293,0.0002442189387293,4,0.6540686345475488,#8c564b,o,80.0
TwinCities,item,publisher_name,3.997523958305932e-05,3.99752395830594e-05,3,0.1226896853708928,#e377c2,o,80.0
Twitter,item,publication_name,0.0004788975554273,0.0004788975554273,5,0.001023964689325,#8c564b,o,80.0
Twitter,item,source_type,0.0218076085706312,0.00555191445861,2,0.0,#1f77b4,o,80.0
Twitter,item,source_type_name,0.0218076085706312,0.00555191445861,2,0.0,#ff7f0e,o,80.0
Twitter/X,item,publication_name,0.0005944138552272,0.0005944138552272,5,0.0017170548489844,#8c564b,o,80.0
Ty Vinson,item,author_name,1.2928310179789431e-05,1.2928310179789431e-05,3,0.0538107769218552,#1f77b4,o,80.0
Tyler Cowen,item,author_name,8.131390985477747e-05,8.131390985477747e-05,5,1.526189300443987e-06,#1f77b4,o,80.0
Tyler Durden,item,author_name,8.394036897517341e-05,8.394036897517341e-05,5,5.575503195588776e-06,#1f77b4,o,80.0
Tyler K. McDermott,item,author_name,0.0,0.0,1,0.0,#1f77b4,o,80.0
Tyler Paper,item,publication_name,0.0001828963372297,0.0001828963372297,4,0.3173901096948344,#8c564b,o,80.0
Tyler Paper,item,publisher_name,0.0001811216632748,0.0001811216632748,4,0.3179403752809143,#e377c2,o,80.0
Tyler Wainfeld,item,author_name,0.0,0.0,1,0.0,#1f77b4,o,80.0
Tyria Goines,item,author_name,0.00013688803792,0.00013688803792,5,8.72069780238135e-05,#1f77b4,o,80.0
U S Food and Drug Administration,item,publication_name,0.0003070153706974,0.0003070153706974,4,0.9988389078892652,#8c564b,o,80.0
U S Food and Drug Administration,item,publisher_name,0.0004704401719462,0.0004704401719462,5,0.000988101357778,#e377c2,o,80.0
U.S. & World News,item,publication_name,0.0002970241337073,0.0002970241337073,4,0.9439841749031928,#8c564b,o,80.0
U.S. & World News,item,publisher_name,0.0002968773641813,0.0002968773641813,4,0.9677926640164004,#e377c2,o,80.0
"U.S. Food, Drug Administration",item,author_name,0.0,0.0,1,0.0,#1f77b4,o,80.0
U.S. News & World Report,item,author_name,2.698751555801337e-05,2.698751555801337e-05,3,0.7230324043790015,#1f77b4,o,80.0
UN News,item,author_name,0.0,0.0,1,0.0,#1f77b4,o,80.0
UN News,item,publication_name,0.0011916411198269,0.0011916411198269,5,0.0053003789416999,#8c564b,o,80.0
UN News,item,publisher_name,0.0011900993099033,0.0011900993099033,5,0.0052326233710901,#e377c2,o,80.0
UNICEF USA,item,author_name,0.0,0.0,1,0.0,#1f77b4,o,80.0
UPHE_Admin,item,author_name,0.0,0.0,1,0.0,#1f77b4,o,80.0
UPI,item,author_name,3.457275838900797e-05,3.457275838900797e-05,4,0.0367592208290621,#1f77b4,o,80.0
UPI,item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
UPMatters.com,item,publication_name,6.92230721614889e-05,6.922307216148893e-05,3,0.4267709892886739,#8c564b,o,80.0
UPMatters.com,item,publisher_name,6.907681156532274e-05,6.90768115653229e-05,3,0.4252403379166382,#e377c2,o,80.0
UPR Utah Public Radio,item,publication_name,6.766838889310425e-05,6.766838889310427e-05,3,0.4107990314295687,#8c564b,o,80.0
UPR Utah Public Radio,item,publisher_name,6.765046238547736e-05,6.765046238547751e-05,3,0.4104114869053141,#e377c2,o,80.0
US And Canada Report,item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
US And Canada Report,item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
US Daily Ledger,item,publication_name,0.0001853178400271,0.0001853178400271,4,0.3306848488253953,#8c564b,o,80.0
US Daily Ledger,item,publisher_name,0.0001870740053933,0.0001870740053933,4,0.351356812818886,#e377c2,o,80.0
US Healthcare Journal,item,publication_name,0.0002602555103236,0.0002602555103236,4,0.7421139740478362,#8c564b,o,80.0
US Healthcare Journal,item,publisher_name,0.0002597420966547,0.0002597420966547,4,0.7593153414655561,#e377c2,o,80.0
US News,item,publication_name,0.0005168471344008,0.0005168471344008,5,0.0012516596535448,#8c564b,o,80.0
US News,item,publisher_name,0.0005191445820357,0.0005191445820357,5,0.001275358101793,#e377c2,o,80.0
US Share Markets,item,publication_name,0.0103166673031416,0.0103166673031416,5,0.0600499325998891,#8c564b,o,80.0
US Share Markets,item,publisher_name,0.0103170987326423,0.0103170987326424,5,0.0590633161561111,#e377c2,o,80.0
USA,item,genre,8.685249162321274e-05,2.2831967337427047e-05,1,0.7354875657901969,#9467bd,o,80.0
USA Mail,item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
USA Mail,item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
USA News,item,publication_name,2.810637638351418e-05,2.810637638351419e-05,3,0.0043607494500469,#8c564b,o,80.0
USA News,item,publisher_name,2.823524015299571e-05,2.823524015299577e-05,3,0.000636330637436,#e377c2,o,80.0
USA TODAY,item,publication_name,0.0007830858465657,0.0007830858465657,5,0.0028490743200597,#8c564b,o,80.0
USA TODAY,item,publisher_name,0.0006301627497612,0.0006301627497612,5,0.0019301390000477,#e377c2,o,80.0
USA Times,item,publication_name,0.0005920768244869,0.0005920768244869,5,0.001703032819091,#8c564b,o,80.0
USA Times,item,publisher_name,0.0005920721576279,0.0005920721576279,5,0.0017054821475423,#e377c2,o,80.0
USABCNEWS,item,genre,0.0021278986347946,0.0005593865094597,5,0.0010832988011766,#9467bd,o,80.0
USAE,item,genre,0.0001104920810643,2.9046392783420873e-05,1,0.9382822935915645,#9467bd,o,80.0
USBIG10,item,genre,6.832495844799613e-05,1.796141009268149e-05,1,0.5765471554058552,#9467bd,o,80.0
USCBSBAY,item,genre,0.0008686810125693,0.0002283607083106,4,0.5194695682444705,#9467bd,o,80.0
USCBSNEWS,item,genre,0.0022844853314448,0.0006005503526215,5,0.0012414825497896,#9467bd,o,80.0
USCBSTX,item,genre,0.0006199651505874,0.0001629777546275,3,0.8031766993935807,#9467bd,o,80.0
USCHEDDARBUS,item,genre,0.0025207089096092,0.0006626493082206,5,0.0014801154088013,#9467bd,o,80.0
USCMDY,item,genre,0.0001894569040686,4.9804833053173704e-05,2,0.235377251915107,#9467bd,o,80.0
USCOOK,item,genre,0.0001626943783117,4.27694434802342e-05,2,0.1456114996455656,#9467bd,o,80.0
USDSC,item,genre,9.166317831810213e-05,2.4096610866190857e-05,1,0.776756552345784,#9467bd,o,80.0
USETV,item,genre,3.968481479543762e-05,1.0432428342206686e-05,1,0.330854642400765,#9467bd,o,80.0
USFOOD,item,genre,7.527258149209182e-05,1.978781598445158e-05,1,0.6361480773084747,#9467bd,o,80.0
USGRIO,item,genre,0.0003048054966346,8.012791588781135e-05,2,0.6222747099112502,#9467bd,o,80.0
USHIST,item,genre,0.0010511023935875,0.0002763160281318,4,0.9963206792634964,#9467bd,o,80.0
USHSN,item,genre,5.935129155221208e-05,1.5602393493015712e-05,1,0.4995656012194532,#9467bd,o,80.0
USLIVEFOX,item,genre,0.0004214705910949,0.0001107970835346,3,0.0155894842003446,#9467bd,o,80.0
USNBCCHI,item,genre,0.0007192062985263,0.0001890664782314,4,0.1287413374703395,#9467bd,o,80.0
USNBCDAL,item,genre,0.0007877378252207,0.0002070821914231,4,0.3078833572360495,#9467bd,o,80.0
USNBCDC,item,genre,0.0002464780111434,6.479466270506333e-05,2,0.4266350808020362,#9467bd,o,80.0
USNBCLA,item,genre,0.0004341728719857,0.000114136286095,3,0.0659896264458275,#9467bd,o,80.0
USNBCNOW,item,genre,0.0012768851323585,0.0003356702737111,5,0.0002236056802698,#9467bd,o,80.0
USNBCNY,item,genre,0.0003730160086413,9.80592400570915e-05,2,0.8510635760510278,#9467bd,o,80.0
USNEWSMAX2,item,genre,0.0005771510820136,0.0001517227014103,3,0.6332989298194426,#9467bd,o,80.0
USNEWSNATION,item,genre,0.0017689773945114,0.0004650325320239,5,0.0007207168675932,#9467bd,o,80.0
USOANN,item,genre,0.0030336035300516,0.0007974801346324,5,0.0019982411208872,#9467bd,o,80.0
USTRUTV,item,genre,0.0002557332949705,6.722771136135324e-05,2,0.4576787693818867,#9467bd,o,80.0
USXMRADCATH,item,genre,7.217432115869116e-05,1.8973338732124333e-05,1,0.6095693221006881,#9467bd,o,80.0
USXMRADDOC,item,genre,0.0009267456442333,0.0002436248619214,4,0.671251031389609,#9467bd,o,80.0
USYAHOOFIN,item,genre,5.049934752721086e-05,1.3275375659971255e-05,1,0.4236282596031986,#9467bd,o,80.0
Uc Davis,item,author_name,3.118533835989354e-05,3.118533835989354e-05,3,0.9228498002897408,#1f77b4,o,80.0
Uk Post Observer,item,publication_name,0.0001559553415946,0.0001559553415946,4,0.1694763805527497,#8c564b,o,80.0
Uk Post Observer,item,publisher_name,0.0001469843444032,0.0001469843444032,4,0.1262935308811883,#e377c2,o,80.0
Ukiah Daily Journal,item,publication_name,7.688131831548732e-05,7.688131831548736e-05,3,0.5054475836366709,#8c564b,o,80.0
Ukiah Daily Journal,item,publisher_name,7.627865116010348e-05,7.627865116010364e-05,3,0.5001133128287387,#e377c2,o,80.0
Union Democrat,item,publication_name,0.0001260682783018,0.0001260682783018,4,0.0053879019894495,#8c564b,o,80.0
Union Democrat,item,publisher_name,0.0001266128261686,0.0001266128261686,4,0.0119278655527629,#e377c2,o,80.0
United Nations,item,author_name,0.0,0.0,1,0.0,#1f77b4,o,80.0
United Nations,item,publication_name,0.0004045805993999,0.0004045805993999,5,0.0005780678677707,#8c564b,o,80.0
United Nations,item,publisher_name,0.0004882667163909,0.0004882667163909,5,0.0010932416336753,#e377c2,o,80.0
United States News,item,publication_name,0.000587771722536,0.000587771722536,5,0.0016772024920842,#8c564b,o,80.0
United States News,item,publisher_name,0.0005926133550452,0.0005926133550452,5,0.0017086741091674,#e377c2,o,80.0
Univision Portland,item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
Univision Portland,item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
Unknown,item,author_name,0.0009387094403183,0.0009387094403183,5,0.001323406133359,#1f77b4,o,80.0
Unknown,item,genre,0.9909593547159252,0.2605054984230843,5,1.0,#9467bd,o,573.1120965307855
Unknown,item,publisher_name,0.0054466708210715,0.0054466708210715,5,0.0303377190024429,#e377c2,o,80.0
UpNorthLive.com,item,publication_name,0.0002680359811801,0.0002680359811801,4,0.7848309721292698,#8c564b,o,80.0
UpNorthLive.com,item,publisher_name,0.0002680859215409,0.0002680859215409,4,0.8061575587960645,#e377c2,o,80.0
Updategratis.com,item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
Updategratis.com,item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
Upi,item,publication_name,2.321235310432176e-05,2.321235310432177e-05,2,0.834436719356911,#8c564b,o,80.0
Upi Staff,item,author_name,3.0458007980277713e-05,3.0458007980277713e-05,3,0.8882286956646217,#1f77b4,o,80.0
Upstract,item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
