kind,dimension,value,credit,credit_share,rating,rating_pct
item,author_name,Laiba Immad,2.5794088421822792e-05,2.5794088421822792e-05,3,0.6662249797168639
item,author_name,Shereen Siewert,2.577846261691711e-05,2.577846261691711e-05,3,0.6654811875673087
item,author_name,MIKE STOBBE AP medical writer,2.5675522830795314e-05,2.5675522830795314e-05,3,0.6605812284767884
item,author_name,John Wanjohi,2.566473434934062e-05,2.566473434934062e-05,3,0.6600676941110352
item,author_name,Melina Khan,2.5664686335016032e-05,2.5664686335016032e-05,3,0.6600654086173975
item,author_name,Salman Khan,2.5625518910705596e-05,2.5625518910705596e-05,3,0.6582010296048444
item,author_name,Aldgra Fredly,2.557541261984426e-05,2.557541261984426e-05,3,0.6558159578590398
item,author_name,Bradley Zimmerman,2.5412919272495294e-05,2.5412919272495294e-05,3,0.6480812346340512
item,author_name,Alex Kienlen,2.5396823089379384e-05,2.5396823089379384e-05,3,0.6473150523662139
item,author_name,Simon Druker,2.538400427622785e-05,2.538400427622785e-05,3,0.6467048737132564
item,author_name,Kareem Hana,2.52826347410526e-05,2.52826347410526e-05,3,0.6418796589532791
item,author_name,Jazmin Orozco Rodriguez Kff,2.5265321762234647e-05,2.5265321762234647e-05,3,0.6410555569113084
item,author_name,George Citroner,2.524876754526942e-05,2.524876754526942e-05,3,0.640267572119799
item,author_name,Maryann Muganda,2.5111292667968816e-05,2.5111292667968816e-05,3,0.6337237342110021
item,author_name,Marty Schladen,2.5111292667968816e-05,2.5111292667968816e-05,3,0.6337237342110021
item,author_name,Tracey Petersen,2.5054061200652572e-05,2.5054061200652572e-05,3,0.6309995023167544
item,author_name,Nick Catoggio,2.4968568072137557e-05,2.4968568072137557e-05,3,0.6269300084113706
item,author_name,Alice Park,2.4904267628926244e-05,2.4904267628926244e-05,3,0.6238692915291248
item,author_name,"Katie Rosendale, Jeremy Tanner",2.4887044920984505e-05,2.4887044920984505e-05,3,0.6230494864030228
item,author_name,Sarah Carter,2.4847744379420548e-05,2.4847744379420548e-05,3,0.6211787709765225
item,author_name,"Amanda Seitz, Matthew Perrone, Jonel Aleccia",2.4845075245663545e-05,2.4845075245663545e-05,3,0.6210517195544323
item,author_name,Caleb Wethington,2.4798024563064174e-05,2.4798024563064174e-05,3,0.6188120955120315
item,author_name,"Jen Christensen, Amanda Musa",2.4720773730985966e-05,2.4720773730985966e-05,3,0.6151349369404758
item,author_name,Madeline Ashley,2.463054644203114e-05,2.463054644203114e-05,3,0.6108400958359481
item,author_name,Rimteta Ngarndinon,2.447214427453275e-05,2.447214427453275e-05,3,0.6033001137762077
item,author_name,Andrei Ionescu,2.4305182343977603e-05,2.4305182343977603e-05,3,0.5953526848935936
item,author_name,Lucas Handley,2.4289673986534562e-05,2.4289673986534562e-05,3,0.5946144832720927
item,author_name,Greg Hilburn,2.4265617250601396e-05,2.4265617250601396e-05,3,0.5934693767358843
item,author_name,Doris Israel Ijeoma,2.425011267777748e-05,2.425011267777748e-05,3,0.5927313552631829
item,author_name,William Maclean,2.4234625323956602e-05,2.4234625323956602e-05,3,0.5919941534192532
item,author_name,Ruvic Reuters,2.4234625323956602e-05,2.4234625323956602e-05,3,0.5919941534192532
item,author_name,Kevin Dunleavy,2.4234625323956602e-05,2.4234625323956602e-05,3,0.5919941534192532
item,author_name,Greg Kim,2.4082867653936326e-05,2.4082867653936326e-05,3,0.584770451070657
item,author_name,Andru Zodrow,2.402974383176715e-05,2.402974383176715e-05,3,0.5822417440938127
item,author_name,MIKE STOBBE Associated Press,2.394277497491813e-05,2.394277497491813e-05,3,0.5781020051574475
item,author_name,Just Sayin' Caledon,2.3882349776800906e-05,2.3882349776800906e-05,3,0.5752257508930306
item,author_name,Rodney E. Rohde,2.381165191257275e-05,2.381165191257275e-05,3,0.5718605151998531
item,author_name,Lynn L. Bergeson,2.3746038203238813e-05,2.3746038203238813e-05,3,0.5687372865277713
item,author_name,Reshad Hudson,2.3744793700122764e-05,2.3744793700122764e-05,3,0.5686780478739291
item,author_name,Ryan Chatelain,2.3722843022195116e-05,2.3722843022195116e-05,3,0.5676331902158084
item,author_name,Somudranil Sarkar,2.371642642525891e-05,2.371642642525891e-05,3,0.5673277586264075
item,author_name,Ken Carlson,2.3699665953996634e-05,2.3699665953996634e-05,3,0.5665299560797243
item,author_name,Fernanda Lopez Halvorson,2.3528827707849843e-05,2.3528827707849843e-05,3,0.5583980136233347
item,author_name,Charles Dunlap,2.3507107939983012e-05,2.3507107939983012e-05,3,0.5573641473407961
item,author_name,Louis Casiano,2.329522386487475e-05,2.329522386487475e-05,3,0.5472784133493267
item,author_name,Matthew Rodriguez,2.329522386487475e-05,2.329522386487475e-05,3,0.5472784133493267
item,author_name,"Jonel Aleccia, Matthew Perrone, Amanda Seitz",2.3227406369493922e-05,2.3227406369493922e-05,3,0.544050283920396
item,author_name,"Will Weissert, Zeke Miller",2.314498404210016e-05,2.314498404210016e-05,3,0.5401269609022477
item,author_name,Sarah Bahari,2.304441398164023e-05,2.304441398164023e-05,3,0.5353398013349863
item,author_name,Opheli Garcia Lawler,2.2942206015318515e-05,2.2942206015318515e-05,3,0.5304746770466074
item,author_name,Ana B. Ibarra,2.285240918464938e-05,2.285240918464938e-05,3,0.5262003258621536
item,author_name,"Brian Mann, Spencer Platt",2.284674721364075e-05,2.284674721364075e-05,3,0.5259308146521615
item,author_name,Brian Dillon Newsweek,2.2777986507169003e-05,2.2777986507169003e-05,3,0.5226577881437503
item,author_name,Arianna Johnson,2.2439467892552407e-05,2.2439467892552407e-05,3,0.5065442189836364
item,author_name,Swapna Venugopal Ramaswamy,2.2395052155465478e-05,2.2395052155465478e-05,3,0.5044300189944918
item,author_name,Godsgift Onyedinefu,2.239164526399262e-05,2.239164526399262e-05,3,0.5042678501240117
item,author_name,Charlotte Robinson,2.232600141462643e-05,2.232600141462643e-05,3,0.5011431867789953
item,author_name,Evan Thomas,2.2254792348173226e-05,2.2254792348173226e-05,3,0.4977536177344083
item,author_name,Bernama,2.2108267864947927e-05,2.2108267864947927e-05,3,0.49077901636197
item,author_name,John Clark,2.2055342760243722e-05,2.2055342760243722e-05,3,0.4882597683852425
item,author_name,Jay Adkins,2.1756738296505708e-05,2.1756738296505708e-05,3,0.4740461226056425
item,author_name,Mike Gauntner,2.170216402520842e-05,2.170216402520842e-05,3,0.47144837389422334
item,author_name,Emery Winter,2.1690236697336546e-05,2.1690236697336546e-05,3,0.47088063015943205
item,author_name,Maria Papadopoulos,2.1659781492514334e-05,2.1659781492514334e-05,3,0.46943095493331793
item,author_name,Rosa Rahimi,2.163805832496125e-05,2.163805832496125e-05,3,0.468396926824879
item,author_name,"Dan Ikpoyi, Chinedu Asadu",2.162235949184567e-05,2.162235949184567e-05,3,0.4676496585146045
item,author_name,Annalisa Merelli,2.1596130707726246e-05,2.1596130707726246e-05,3,0.46640116195150505
item,author_name,Lydia Mee Newsweek,2.154188917685031e-05,2.154188917685031e-05,3,0.463819251765828
item,author_name,Kimberly Bonvissuto,2.122875535715636e-05,2.122875535715636e-05,3,0.4489140050758526
item,author_name,"Nathan Ellgren, Ashraf Khalil",2.106759242002137e-05,2.106759242002137e-05,3,0.4412426097036572
item,author_name,Stuart White,2.103198081704463e-05,2.103198081704463e-05,3,0.43954748865952153
item,author_name,"Joe Stenson, Hla-Hla Htay",2.1025474025350476e-05,2.1025474025350476e-05,3,0.43923776377750007
item,author_name,Cameron Santoro,2.081704994285829e-05,2.081704994285829e-05,3,0.42931672628396406
item,author_name,"Milan Zygmunt Shutterstock, Taylor O Bier",2.0450600374643073e-05,2.0450600374643073e-05,3,0.411873636875668
item,author_name,Carrie Fellner,2.019552110329717e-05,2.019552110329717e-05,3,0.39973180093911576
item,author_name,"Edwin Hooper, James Gamble",2.019552110329717e-05,2.019552110329717e-05,3,0.39973180093911576
item,author_name,David Ibave,2.019552110329717e-05,2.019552110329717e-05,3,0.39973180093911576
item,author_name,Bobby Harrison,2.019552110329717e-05,2.019552110329717e-05,3,0.39973180093911576
item,author_name,Lucien Lufutu,2.0195521103297166e-05,2.0195521103297166e-05,3,0.3997318009391156
item,author_name,Paulo Pacheco,2.0195521103297166e-05,2.0195521103297166e-05,3,0.3997318009391156
item,author_name,Christopher Boyll,2.0195521103297166e-05,2.0195521103297166e-05,3,0.3997318009391156
item,author_name,"Julia Gomez, Natalie Neysa Alund",2.0195521103297166e-05,2.0195521103297166e-05,3,0.3997318009391156
item,author_name,Fiona Callingham,2.0195521103297166e-05,2.0195521103297166e-05,3,0.3997318009391156
item,author_name,Richard Bammer,2.0195521103297166e-05,2.0195521103297166e-05,3,0.3997318009391156
item,author_name,Maia Bond,2.0195521103297166e-05,2.0195521103297166e-05,3,0.3997318009391156
item,author_name,Ben Crnic,2.0195521103297166e-05,2.0195521103297166e-05,3,0.3997318009391156
item,author_name,Mahamadou Simpara,2.019250037113725e-05,2.019250037113725e-05,3,0.3995880133467313
item,author_name,Vanessa Misciagna,2.0102924951847012e-05,2.0102924951847012e-05,3,0.39532420139826807
item,author_name,Tribune-Review,1.997228414666926e-05,1.997228414666926e-05,3,0.3891056670002442
item,author_name,Christina Jewett,1.9888871125883102e-05,1.9888871125883102e-05,3,0.38513518673340846
item,author_name,Rachel Harrison,1.9876060196530836e-05,1.9876060196530836e-05,3,0.3845253833512315
item,author_name,Luisana Valdivieso,1.9825756739331687e-05,1.9825756739331687e-05,3,0.3821309264393439
item,author_name,Peter Aitken Newsweek,1.9746731745446117e-05,1.9746731745446117e-05,3,0.3783693173302114
item,author_name,Arielle Zionts,1.9729317746949175e-05,1.9729317746949175e-05,3,0.3775404067267209
item,author_name,Pablo Porciuncula,1.9650700462368948e-05,1.9650700462368948e-05,3,0.373798204680613
item,author_name,Monica O’Shea,1.9556254575495335e-05,1.9556254575495335e-05,3,0.3693025572795095
item,author_name,Ken Paiva,1.948371426598064e-05,1.948371426598064e-05,3,0.3658496207383832
item,author_name,Kara Wahlgren,1.948371426598064e-05,1.948371426598064e-05,3,0.3658496207383832
item,author_name,Tue Mar,1.946284317436633e-05,1.946284317436633e-05,3,0.3648561516538096
item,author_name,Memoscar Lasuba,1.9303391764021734e-05,1.9303391764021734e-05,3,0.35726622537700686
item,author_name,Alex Malm,1.9292565689943687e-05,1.9292565689943687e-05,3,0.3567509015931532
item,author_name,Amanda Hernández,1.928748670175013e-05,1.928748670175013e-05,3,0.35650914050827764
item,author_name,"Jeremy Faust, Emily Hutto",1.9274339594597718e-05,1.9274339594597718e-05,3,0.35588333498028396
item,author_name,"Anait Miridzhanian, Bill Berkrot",1.9226029258067698e-05,1.9226029258067698e-05,3,0.35358375110154655
item,author_name,Kaiser Health News,1.9107656339957042e-05,1.9107656339957042e-05,3,0.3479491711396119
item,author_name,Vishnu Priyan,1.9105879821440726e-05,1.9105879821440726e-05,3,0.3478646084221102
item,author_name,Alexander  Tin,1.9073211946097952e-05,1.9073211946097952e-05,3,0.3463096095360195
item,author_name,Boston Sun Staff,1.9049239307627097e-05,1.9049239307627097e-05,3,0.3451685060596626
item,author_name,Nathan Hutsenpiller,1.904177685963118e-05,1.904177685963118e-05,3,0.344813291703069
item,author_name,Molly Gamble,1.90414913259659e-05,1.90414913259659e-05,3,0.34479970023050494
item,author_name,Roseann Cattani,1.9022442141237697e-05,1.9022442141237697e-05,3,0.3438929543609776
item,author_name,"Marina Demidiuk Shutterstock, Taylor O Bier",1.9010506385230093e-05,1.9010506385230093e-05,3,0.34332480944485655
item,author_name,Nicole Lou,1.897500908953016e-05,1.897500908953016e-05,3,0.3416351294551588
item,author_name,Suzanne Burdick,1.895307375005138e-05,1.895307375005138e-05,3,0.34059100191096975
item,author_name,Kfgo Kfgo,1.8833469500976614e-05,1.8833469500976614e-05,3,0.33489781029285876
item,author_name,Laura Schulte,1.882810082603335e-05,1.882810082603335e-05,3,0.33464226004758074
item,author_name,Hayden E. Klein,1.8747576652123267e-05,1.8747576652123267e-05,3,0.33080928960124134
item,author_name,Nathan Hart,1.8729068912701893e-05,1.8729068912701893e-05,3,0.32992831666124084
item,author_name,Ryan Hanrahan,1.8680191046305543e-05,1.8680191046305543e-05,3,0.32760171822154077
item,author_name,Lynne Terry,1.865719544507585e-05,1.865719544507585e-05,3,0.32650712195772014
item,author_name,Daniel Fortin,1.8644334150930016e-05,1.8644334150930016e-05,3,0.3258949211990051
item,author_name,Alex Nitzberg,1.856618724134554e-05,1.856618724134554e-05,3,0.3221751091181693
item,author_name,Sandy West,1.8563984888538764e-05,1.8563984888538764e-05,3,0.32207027658390186
item,author_name,Yale University,1.8524778176656964e-05,1.8524778176656964e-05,3,0.3202040274733069
item,author_name,Stanley Dunlap,1.846760164114687e-05,1.846760164114687e-05,3,0.3174824103465173
item,author_name,"Jeremy Diamond, Muhammad Darwish",1.8379452300203097e-05,1.8379452300203097e-05,3,0.31328648007743987
item,author_name,Sheldon Ingram,1.8379452300203097e-05,1.8379452300203097e-05,3,0.31328648007743987
item,author_name,Debra-Lynn B. Hook,1.8379452300203097e-05,1.8379452300203097e-05,3,0.31328648007743987
item,author_name,"Josef Federman, Samy Magdy, Wafaa Shurafa",1.8379452300203097e-05,1.8379452300203097e-05,3,0.31328648007743987
item,author_name,Soo Kim Newsweek,1.8364064738088143e-05,1.8364064738088143e-05,3,0.31255402834321044
item,author_name,Céline Gounder,1.8328857525535848e-05,1.8328857525535848e-05,3,0.31087815638255395
item,author_name,Jeff Lagasse,1.8287805461661842e-05,1.8287805461661842e-05,3,0.30892406806410677
item,author_name,Stephanie Armour,1.8235099351010543e-05,1.8235099351010543e-05,3,0.3064152442580593
item,author_name,Hugh Cameron Newsweek,1.822393116504411e-05,1.822393116504411e-05,3,0.30588363586433204
item,author_name,Wsyx Staff,1.821916454578432e-05,1.821916454578432e-05,3,0.3056567436173884
item,author_name,Alexandrea Sumuel,1.8123675539257274e-05,1.8123675539257274e-05,3,0.3011114434647017
item,author_name,Guinnevere Stropes,1.810923732768243e-05,1.810923732768243e-05,3,0.30042418104924173
item,author_name,Sonya Goins,1.8090372962528792e-05,1.8090372962528792e-05,3,0.2995262326368358
item,author_name,Michael Schwartz,1.80863183181469e-05,1.80863183181469e-05,3,0.29933323056886596
item,author_name,Jill Langlois,1.806565667264161e-05,1.806565667264161e-05,3,0.2983497311704997
item,author_name,Chris Serres,1.8016238539584286e-05,1.8016238539584286e-05,3,0.29599741590510487
item,author_name,Michael Monostra,1.8016238539584286e-05,1.8016238539584286e-05,3,0.29599741590510487
item,author_name,"Jennifer Shutt, Jared Strong",1.8016238539584286e-05,1.8016238539584286e-05,3,0.29599741590510487
item,author_name,Talker News,1.795199672161653e-05,1.795199672161653e-05,3,0.29293948959884447
item,author_name,Dylan Garmba,1.7866221421864233e-05,1.7866221421864233e-05,3,0.28885656427329476
item,author_name,Darrell Ehrlick,1.7826108600399224e-05,1.7826108600399224e-05,3,0.28694718412409437
item,author_name,Elly Grimm,1.771361292438047e-05,1.771361292438047e-05,3,0.2815923623285633
item,author_name,James Gamble,1.7711322099971265e-05,1.7711322099971265e-05,3,0.2814833185243009
item,author_name,Joyce  Frieden,1.7699522375697045e-05,1.7699522375697045e-05,3,0.2809216487520839
item,author_name,Emergent Biosolutions,1.7677982601976043e-05,1.7677982601976043e-05,3,0.2798963502350742
item,author_name,Roze Martins,1.7648258130951487e-05,1.7648258130951487e-05,3,0.2784814581171195
item,author_name,Clark Kauffman,1.7630447063575727e-05,1.7630447063575727e-05,3,0.27763364693751913
item,author_name,Csl Vifor,1.7619577843413843e-05,1.7619577843413843e-05,3,0.27711626938948275
item,author_name,Joshua Fitch,1.74922827531056e-05,1.74922827531056e-05,3,0.2710569918406011
item,author_name,"James Doubek, Jonathan Nackstrand",1.7471417898656065e-05,1.7471417898656065e-05,3,0.27006381964660214
item,author_name,Thomas Adamson,1.7403552841617428e-05,1.7403552841617428e-05,3,0.26683342627108364
item,author_name,Avery Bleichfeld,1.7368981655855203e-05,1.7368981655855203e-05,3,0.26518782934177537
item,author_name,Richard Halstead,1.7307929943125183e-05,1.7307929943125183e-05,3,0.26228175282798366
item,author_name,Sheila Jacobs,1.7269041470733674e-05,1.7269041470733674e-05,3,0.26043065199525256
item,author_name,Aaron Pellish,1.723316927216111e-05,1.723316927216111e-05,3,0.25872312653678103
item,author_name,John Bailey,1.7162773746782597e-05,1.7162773746782597e-05,3,0.2553722822470691
item,author_name,Emily Cooke,1.712697026882361e-05,1.712697026882361e-05,3,0.25366802790667436
item,author_name,Jim Bakker,1.7103858681413072e-05,1.7103858681413072e-05,3,0.25256791067217155
item,author_name,Staff,1.707992500617043e-05,1.707992500617043e-05,3,0.25142866185504276
item,author_name,Tonya Mosley,1.702815866423605e-05,1.702815866423605e-05,3,0.2489645712706285
item,author_name,"Jennifer Rigby, Alex Richardson",1.6990055164224746e-05,1.6990055164224746e-05,3,0.2471508353159013
item,author_name,Vanessa Romo,1.694629491564008e-05,1.694629491564008e-05,3,0.24506783674038302
item,author_name,"Dr. Priyom Bose, Ph.D.",1.6934336535564204e-05,1.6934336535564204e-05,3,0.24449861491305813
item,author_name,Katie McKellar,1.6926259120053953e-05,1.6926259120053953e-05,3,0.24411412795181134
item,author_name,Pavni Guharoy,1.690652606648458e-05,1.690652606648458e-05,3,0.2431748297575586
item,author_name,Aidan Lewis,1.6891407802438666e-05,1.6891407802438666e-05,3,0.2424551966775266
item,author_name,"Janae Bowens, Emma Withrow",1.689093542815591e-05,1.689093542815591e-05,3,0.24243271154570226
item,author_name,Andrew Gregory,1.6887987607200277e-05,1.6887987607200277e-05,3,0.2422923945445411
item,author_name,Andi Anderson,1.6867060314056432e-05,1.6867060314056432e-05,3,0.24129625025336454
item,author_name,"Meta Time, Republished By Plato",1.6829600919414304e-05,1.6829600919414304e-05,3,0.23951317387233426
item,author_name,Chris Mench,1.6829600919414304e-05,1.6829600919414304e-05,3,0.23951317387233426
item,author_name,"John O Connor, Lois A. Bowers",1.68092897901895e-05,1.68092897901895e-05,3,0.23854635913496872
item,author_name,Editor,1.6797115284376004e-05,1.6797115284376004e-05,3,0.2379668496694755
item,author_name,Mariam Lawane Hassane,1.6777785370366565e-05,1.6777785370366565e-05,3,0.23704674101724402
item,author_name,Gerald Imray,1.6763288293173194e-05,1.6763288293173194e-05,3,0.23635667658389084
item,author_name,Roger Castorena Menchaca,1.676292999402026e-05,1.676292999402026e-05,3,0.23633962145625081
item,author_name,Minka Atkinson,1.672982589885884e-05,1.672982589885884e-05,3,0.23476385839970312
item,author_name,Erin Jones,1.6728974140175355e-05,1.6728974140175355e-05,3,0.2347233144772674
item,author_name,Helen Dennis,1.6718418713068573e-05,1.6718418713068573e-05,3,0.2342208735556882
item,author_name,Suyog Dhungel,1.670514956736646e-05,1.670514956736646e-05,3,0.23358925896276908
item,author_name,Shelby Stivale,1.6681131820764186e-05,1.6681131820764186e-05,3,0.23244600832828277
item,author_name,Jack Phillips,1.6656632467204163e-05,1.6656632467204163e-05,3,0.23127983308437594
item,author_name,Jonas Ekblom,1.662306220487822e-05,1.662306220487822e-05,3,0.2296818803563557
item,author_name,Jonathan Nackstrand,1.660543234325179e-05,1.660543234325179e-05,3,0.22884269461490842
item,author_name,Danielle Berjikian,1.6574513471280923e-05,1.6574513471280923e-05,3,0.22737094871869074
item,author_name,"Samy Magdy, Sam Metz, Julia Frankel",1.653213145864297e-05,1.653213145864297e-05,3,0.22535355451258487
item,author_name,Don Tracy,1.653213145864297e-05,1.653213145864297e-05,3,0.22535355451258487
item,author_name,Thea DiGiammerino,1.6525448464582427e-05,1.6525448464582427e-05,3,0.22503544235466666
item,author_name,Gertrude Owireduwaah Otchere,1.652495508006474e-05,1.652495508006474e-05,3,0.22501195713050176
item,author_name,Jamie Ducharme,1.6487545829101603e-05,1.6487545829101603e-05,3,0.2232312676009014
item,author_name,Jayesh Shahane,1.6450316592166366e-05,1.6450316592166366e-05,3,0.22145914678322157
item,author_name,Christian M. Wade Statehouse,1.642023487818964e-05,1.642023487818964e-05,3,0.22002724981304245
item,author_name,Bruce Y. Lee,1.6359921936486182e-05,1.6359921936486182e-05,3,0.21715633898147915
item,author_name,Morgan Sweeney,1.6350599294747367e-05,1.6350599294747367e-05,3,0.21671257894605686
item,author_name,Sandra Sanchez,1.6335735004476795e-05,1.6335735004476795e-05,3,0.2160050350800803
item,author_name,Lizzy Lawrence,1.6334975975601622e-05,1.6334975975601622e-05,3,0.21596890511928482
item,author_name,Kristen Pratt Machado,1.629398308522142e-05,1.629398308522142e-05,3,0.2140176334736694
item,author_name,Jackie Linden,1.6293492224802748e-05,1.6293492224802748e-05,3,0.21399426839723729
item,author_name,Dylan Scott,1.6254327877239597e-05,1.6254327877239597e-05,3,0.2121300358386103
item,author_name,Nada Hassanein Tns,1.6232912171793404e-05,1.6232912171793404e-05,3,0.21111064300193955
item,author_name,Danielle J. Brown,1.621325105981349e-05,1.621325105981349e-05,3,0.2101747692450063
item,author_name,Joe Whitworth,1.6197692765415187e-05,1.6197692765415187e-05,3,0.20943419061217566
item,author_name,Sammy Edwards,1.6196207946489233e-05,1.6196207946489233e-05,3,0.20936351286678578
item,author_name,Carla Mascarenhas,1.618560995260467e-05,1.618560995260467e-05,3,0.20885904575613437
item,author_name,Staff Reports,1.6160340090324224e-05,1.6160340090324224e-05,3,0.20765619410797986
item,author_name,Rob Wile,1.6156416882637734e-05,1.6156416882637734e-05,3,0.20746944845897813
item,author_name,Chris Sims,1.6156416882637734e-05,1.6156416882637734e-05,3,0.20746944845897813
item,author_name,Kris Henry,1.6156416882637734e-05,1.6156416882637734e-05,3,0.20746944845897813
item,author_name,Duncan Adams,1.6156416882637734e-05,1.6156416882637734e-05,3,0.20746944845897813
item,author_name,Margaret Wong,1.6156416882637734e-05,1.6156416882637734e-05,3,0.20746944845897813
item,author_name,David Corn,1.6156416882637734e-05,1.6156416882637734e-05,3,0.20746944845897813
item,author_name,Hassan Haruna,1.6156416882637734e-05,1.6156416882637734e-05,3,0.20746944845897813
item,author_name,Christina Rodriguez,1.6153013639943693e-05,1.6153013639943693e-05,3,0.20730745327126537
item,author_name,Richard Craver Winston-Salem,1.6076533162073003e-05,1.6076533162073003e-05,3,0.20366696374910512
item,author_name,3 minutes,1.6052172391280502e-05,1.6052172391280502e-05,3,0.2025073850789536
item,author_name,HealthLeaders,1.6020316793321416e-05,1.6020316793321416e-05,3,0.20099105079573584
item,author_name,Stacy M. Brown,1.5991913196480938e-05,1.5991913196480938e-05,3,0.19963903261321017
item,author_name,Elizabeth Cooney,1.5985224821760418e-05,1.5985224821760418e-05,3,0.19932066433455609
item,author_name,Adriel Bettelheim,1.5971012199278216e-05,1.5971012199278216e-05,3,0.19864414001528655
item,author_name,Thor Christensen,1.5943720338575165e-05,1.5943720338575165e-05,3,0.19734504074582723
item,author_name,Patrick McCreless,1.593629753791584e-05,1.593629753791584e-05,3,0.19699171361218865
item,author_name,Emily Kopp,1.592156651786727e-05,1.592156651786727e-05,3,0.1962905134414965
item,author_name,James Gathany,1.592156651786727e-05,1.592156651786727e-05,3,0.1962905134414965
item,author_name,Alice Fuller,1.592156651786727e-05,1.592156651786727e-05,3,0.1962905134414965
item,author_name,Cathy Dyson,1.592156651786727e-05,1.592156651786727e-05,3,0.1962905134414965
item,author_name,Raquel Villatoro,1.5905828051453212e-05,1.5905828051453212e-05,3,0.19554135857648475
item,author_name,Nicole Karlis,1.5895177865805217e-05,1.5895177865805217e-05,3,0.19503440712508113
item,author_name,David Correa,1.5883624300776504e-05,1.5883624300776504e-05,3,0.19448445459338093
item,author_name,Joshua Cohen,1.5868021310436754e-05,1.5868021310436754e-05,3,0.19374174842276484
item,author_name,Jane Sarasohn-Kahn,1.5866481409858616e-05,1.5866481409858616e-05,3,0.19366844877720876
item,author_name,"Barbara Wojazer, Bohdan Kutsenko",1.58031397873183e-05,1.58031397873183e-05,3,0.19065337199428747
item,author_name,"Katherine Dillinger, Sanjay Gupta",1.5776719844365576e-05,1.5776719844365576e-05,3,0.1893957762237944
item,author_name,"Brian Mann, Rachel Wisniewski",1.5764105350941516e-05,1.5764105350941516e-05,3,0.18879532324002388
item,author_name,Nolan McKendry,1.576104376860191e-05,1.576104376860191e-05,3,0.18864959116905783
item,author_name,Wendy Ruderman,1.5753816257316943e-05,1.5753816257316943e-05,3,0.18830555985758116
item,author_name,Elena Cox,1.5753816257316943e-05,1.5753816257316943e-05,3,0.18830555985758116
item,author_name,Rose Lundy,1.5744898596793397e-05,1.5744898596793397e-05,3,0.18788107702742626
item,author_name,Dan Flynn,1.5725892732220426e-05,1.5725892732220426e-05,3,0.1869763932079229
item,author_name,Robert Malone,1.5700938977209343e-05,1.5700938977209343e-05,3,0.18578858834339265
item,author_name,Bobby Magill,1.5659085453110114e-05,1.5659085453110114e-05,3,0.183796350321471
item,author_name,Rachael  Robertson,1.5654384490546246e-05,1.5654384490546246e-05,3,0.1835725833493718
item,author_name,Don Thompson,1.5628003561904193e-05,1.5628003561904193e-05,3,0.18231684466964448
item,author_name,Jeremy Pittari,1.5622604447505788e-05,1.5622604447505788e-05,3,0.182059845498829
item,author_name,Emily Bader,1.559178044076587e-05,1.559178044076587e-05,3,0.18059261521089337
item,author_name,Brandpoint (BPT),1.558654359005915e-05,1.558654359005915e-05,3,0.18034333983163697
item,author_name,Abigail Ruhman,1.5585657640399254e-05,1.5585657640399254e-05,3,0.18030116841033034
item,author_name,Amy Lynch,1.558400268893108e-05,1.558400268893108e-05,3,0.18022239231416426
item,author_name,Bill Marler,1.5567714349714183e-05,1.5567714349714183e-05,3,0.17944706336874677
item,author_name,Josiah Scott,1.5565223839643172e-05,1.5565223839643172e-05,3,0.1793285144779608
item,author_name,Jim Cole,1.553694512577501e-05,1.553694512577501e-05,3,0.17798244075557548
item,author_name,James Carter,1.5530252872806386e-05,1.5530252872806386e-05,3,0.1776638878713595
item,author_name,Spencer Platt,1.5511701085545166e-05,1.5511701085545166e-05,3,0.17678081824336886
item,author_name,"Fred Ooko, Desmond Tiro",1.5477476540773982e-05,1.5477476540773982e-05,3,0.17515172151033248
item,author_name,Wisconsin Press Releases,1.5459882178286088e-05,1.5459882178286088e-05,3,0.17431422553659442
item,author_name,Sophie Austin,1.543955585672031e-05,1.543955585672031e-05,3,0.17334668764006894
item,author_name,Mélèdje Tresore,1.537860594160299e-05,1.537860594160299e-05,3,0.1704454567176324
item,author_name,Elizabeth Payne,1.534403751788716e-05,1.534403751788716e-05,3,0.1687999912624107
item,author_name,Jack Beresford,1.5229587236711778e-05,1.5229587236711778e-05,3,0.16335212978157976
item,author_name,Leeann Weintraub,1.5170545284261348e-05,1.5170545284261348e-05,3,0.16054171835048106
item,author_name,Lance D Johnson,1.5164687067207928e-05,1.5164687067207928e-05,3,0.16026286578057983
item,author_name,Tiffany Rigby,1.5146640827472876e-05,1.5146640827472876e-05,3,0.15940386033894377
item,author_name,"Matthew Brown, Amy Beth Hanson",1.5144594610127504e-05,1.5144594610127504e-05,3,0.15930645989096956
item,author_name,Hadriana Lowenkron,1.5143141727060549e-05,1.5143141727060549e-05,3,0.15923730230030805
item,author_name,Christophe Vogt,1.5139052130869652e-05,1.5139052130869652e-05,3,0.15904263651764916
item,author_name,Ramtin Arablouei,1.5102271257088662e-05,1.5102271257088662e-05,3,0.15729185789618202
item,author_name,"Paul Vernon, Justin Boggs",1.5068122851547906e-05,1.5068122851547906e-05,3,0.15566638540920583
item,author_name,Aamir Beg,1.5066775600781294e-05,1.5066775600781294e-05,3,0.15560225594197277
item,author_name,Chris Woodward,1.5066775600781292e-05,1.5066775600781292e-05,3,0.1556022559419727
item,author_name,Christianna Barbosa,1.5066775600781292e-05,1.5066775600781292e-05,3,0.1556022559419727
